symbol,date,signal,rank
OMF,2026-02-19,0.5979189681787401,294
EXAS,2026-02-19,0.5977957939269685,295
WRBY,2026-02-19,0.5949730930750005,296
COCO,2026-02-19,0.5940522926287292,297
YOU,2026-02-19,0.592604958769788,298
TEX,2026-02-19,0.5914296808791818,299
LEA,2026-02-19,0.5903264326766238,300
VSEC,2026-02-19,0.5892529219750068,301
CPRX,2026-02-19,0.587158601237095,302
FCN,2026-02-19,0.5817017315215809,303
SJM,2026-02-19,0.5813258209669767,304
KNF,2026-02-19,0.5807750947670246,305
LUNR,2026-02-19,0.5803499905993343,306
SAIC,2026-02-19,0.5794663666547909,307
FROG,2026-02-19,0.5762095310429356,308
KEX,2026-02-19,0.576069026158421,309
GPN,2026-02-19,0.575213560841626,310
AMAT,2026-02-19,0.5750459122354981,311
WK,2026-02-19,0.5737282054965952,312
CUBI,2026-02-19,0.5705609653067575,313
YETI,2026-02-19,0.5686901749690007,314
MMS,2026-02-19,0.5674668910596595,315
SEI,2026-02-19,0.5668200648482427,316
LAUR,2026-02-19,0.5659415463378205,317
ASO,2026-02-19,0.565543265239576,318
INGR,2026-02-19,0.5600307129286384,319
JLL,2026-02-19,0.5592144607740646,320
CNX,2026-02-19,0.5582586718425399,321
MRK,2026-02-19,0.5564547901414356,322
BSM,2026-02-19,0.5556103423226745,323
SSNC,2026-02-19,0.5512870585850761,324
DBX,2026-02-19,0.5477731279462293,325
SXI,2026-02-19,0.545797036494926,326
GNTX,2026-02-19,0.5454478625294938,327
TXG,2026-02-19,0.5445698451592781,328
RVMD,2026-02-19,0.5386803889026585,329
ATMU,2026-02-19,0.5369679193273441,330
CRUS,2026-02-19,0.5363108696199157,331
DVN,2026-02-19,0.535469012227512,332
SHC,2026-02-19,0.5290557260513705,333
LUMN,2026-02-19,0.5274093543194057,334
OGE,2026-02-19,0.5258986695687928,335
XMTR,2026-02-19,0.5256354237107187,336
ULTA,2026-02-19,0.5235241879307556,337
TRNO,2026-02-19,0.5231790615114187,338
THG,2026-02-19,0.5209269559444313,339
ACT,2026-02-19,0.5170308737902429,340
HIW,2026-02-19,0.5117114860576584,341
CHRW,2026-02-19,0.5103934125677178,342
IBM,2026-02-19,0.5097045930186369,343
SIGI,2026-02-19,0.5083448974633028,344
HXL,2026-02-19,0.5070924718340848,345
RPRX,2026-02-19,0.5054064110801451,346
MMSI,2026-02-19,0.504673415072088,347
BWXT,2026-02-19,0.503765533104307,348
ACAD,2026-02-19,0.5027554977633257,349
AFL,2026-02-19,0.501091456003044,350
INGM,2026-02-19,0.5006533350419424,351
AXTA,2026-02-19,0.4996090263150152,352
APLE,2026-02-19,0.4991124285203155,353
RH,2026-02-19,0.4966505198045637,354
NDAQ,2026-02-19,0.4947777680519106,355
CPAY,2026-02-19,0.4921913697679957,356
T,2026-02-19,0.4908002883813787,357
GH,2026-02-19,0.4907998290816713,358
ARW,2026-02-19,0.4860462991042928,359
NVST,2026-02-19,0.4838396506541335,360
ACIW,2026-02-19,0.4827721552056622,361
FBIN,2026-02-19,0.4815601614639049,362
LMT,2026-02-19,0.4810703384770906,363
BG,2026-02-19,0.4777877556729421,364
NYT,2026-02-19,0.4763288690707888,365
HPQ,2026-02-19,0.4746456830636552,366
SNDR,2026-02-19,0.474528681476344,367
REGN,2026-02-19,0.4715106984479215,368
POR,2026-02-19,0.4713418373048473,369
RMBS,2026-02-19,0.468714279989694,370
RIOT,2026-02-19,0.4638166706622219,371
DY,2026-02-19,0.4624439105473938,372
CRS,2026-02-19,0.4619155797243615,373
WSBC,2026-02-19,0.4614010384775662,374
NMRK,2026-02-19,0.4532655195430403,375
AIR,2026-02-19,0.4519651978392356,376
WES,2026-02-19,0.4494355391228866,377
APH,2026-02-19,0.4490623559248394,378
EBAY,2026-02-19,0.4465625003685751,379
ED,2026-02-19,0.4449411484882814,380
MNST,2026-02-19,0.4433413728583696,381
PBF,2026-02-19,0.4408206347788955,382
COLB,2026-02-19,0.4407930413076882,383
CGON,2026-02-19,0.4401889816861981,384
UHAL,2026-02-19,0.4398322370351437,385
DKL,2026-02-19,0.4387042913547588,386
LKQ,2026-02-19,0.4381942639874435,387
WAL,2026-02-19,0.4369677764552256,388
GEO,2026-02-19,0.4364476003837315,389
OII,2026-02-19,0.4346808186358196,390
ATEC,2026-02-19,0.4320469409662545,391
HASI,2026-02-19,0.4317711293999919,392
CG,2026-02-19,0.4310654368998281,393
PVH,2026-02-19,0.4307514014635127,394
PFS,2026-02-19,0.4297080597408753,395
CASY,2026-02-19,0.4289401075995952,396
CNA,2026-02-19,0.4250169854923368,397
CROX,2026-02-19,0.4239307846219684,398
PFG,2026-02-19,0.4232602454933669,399
KFY,2026-02-19,0.4223694731574373,400
DRI,2026-02-19,0.4206542043072163,401
GPOR,2026-02-19,0.4201863676563786,402
CME,2026-02-19,0.4190582025138352,403
OSK,2026-02-19,0.4185761802886514,404
GILD,2026-02-19,0.4183430466182726,405
VZ,2026-02-19,0.4178494132751116,406
TPG,2026-02-19,0.4172249720223717,407
DD,2026-02-19,0.4166368800087081,408
ALRM,2026-02-19,0.4114143175905468,409
POST,2026-02-19,0.4077553602924713,410
CQP,2026-02-19,0.4065841750007092,411
TXT,2026-02-19,0.4063102115511324,412
UBSI,2026-02-19,0.4049896646849363,413
NDSN,2026-02-19,0.4041453652704568,414
PSMT,2026-02-19,0.4009132751334255,415
LUV,2026-02-19,0.3995526773085434,416
OHI,2026-02-19,0.3987392327126529,417
LHX,2026-02-19,0.3971624207635116,418
YUM,2026-02-19,0.3968395444986248,419
TARS,2026-02-19,0.3955114684793499,420
IBKR,2026-02-19,0.3934871947078335,421
HE,2026-02-19,0.3913543150002518,422
WSM,2026-02-19,0.391342552808699,423
SWK,2026-02-19,0.3880901956421817,424
ILMN,2026-02-19,0.3840707372319693,425
CW,2026-02-19,0.3800293527306546,426
KLAC,2026-02-19,0.3738412350689638,427
AWI,2026-02-19,0.3735809524034296,428
KMT,2026-02-19,0.3717038569518758,429
ALLY,2026-02-19,0.3716906901859784,430
OSIS,2026-02-19,0.3651720436628882,431
PNW,2026-02-19,0.3650331443235085,432
MAS,2026-02-19,0.3645009667914561,433
SITM,2026-02-19,0.3600053572265535,434
DAR,2026-02-19,0.3590466350031145,435
ARMK,2026-02-19,0.3590440429209763,436
LBRT,2026-02-19,0.3573572329081777,437
EBC,2026-02-19,0.356399782606524,438
RYN,2026-02-19,0.3549183436389492,439
QLYS,2026-02-19,0.3547577858054074,440
SITE,2026-02-19,0.354115034688,441
AHR,2026-02-19,0.3531357920035546,442
OZK,2026-02-19,0.3493599224994308,443
CWAN,2026-02-19,0.3466962668398568,444
AFRM,2026-02-19,0.3449606023189999,445
SPHR,2026-02-19,0.344948139553104,446
UFPI,2026-02-19,0.3440230529344587,447
UNF,2026-02-19,0.339957932399221,448
HST,2026-02-19,0.3387382820269174,449
XOM,2026-02-19,0.3384339635002806,450
GIS,2026-02-19,0.3382102358379571,451
NE,2026-02-19,0.3381805254085287,452
PTCT,2026-02-19,0.3379587943331509,453
IONS,2026-02-19,0.3374102751131619,454
BLD,2026-02-19,0.3372912889768832,455
HAS,2026-02-19,0.3368631649978467,456
ORA,2026-02-19,0.3353869386576403,457
DOX,2026-02-19,0.3352976431146642,458
EWBC,2026-02-19,0.3325518152166543,459
GD,2026-02-19,0.3305881286270012,460
ZION,2026-02-19,0.3279635807953726,461
LLYVK,2026-02-19,0.3269561831891508,462
IESC,2026-02-19,0.3268434378109712,463
USB,2026-02-19,0.3256193554217909,464
TCBI,2026-02-19,0.3255234552047946,465
CAH,2026-02-19,0.324444183026027,466
TLN,2026-02-19,0.3243381291859675,467
CFG,2026-02-19,0.323483068035767,468
MUSA,2026-02-19,0.3224243875218857,469
BPOP,2026-02-19,0.3208808563764884,470
EMN,2026-02-19,0.3204115361556309,471
UMBF,2026-02-19,0.3198843329179943,472
VSCO,2026-02-19,0.3189847886982156,473
ECG,2026-02-19,0.3181689440978075,474
CATY,2026-02-19,0.3176622569483738,475
IBRX,2026-02-19,0.3166296812421328,476
PH,2026-02-19,0.3163528424716897,477
CTRE,2026-02-19,0.3163394336345251,478
SAIA,2026-02-19,0.316129572262836,479
IQV,2026-02-19,0.3157341063761541,480
LNT,2026-02-19,0.3141544831530696,481
AMP,2026-02-19,0.3133070912976247,482
TECH,2026-02-19,0.3121459597778275,483
ELAN,2026-02-19,0.3119177883728568,484
SIRI,2026-02-19,0.3106168309846221,485
EVRG,2026-02-19,0.3094970532246291,486
AIZ,2026-02-19,0.3085312016682587,487
STLD,2026-02-19,0.308402470567517,488
SFNC,2026-02-19,0.3064580416822935,489
BOKF,2026-02-19,0.3060634787187219,490
MSGS,2026-02-19,0.3059072107557954,491
KHC,2026-02-19,0.3052954312787797,492
EA,2026-02-19,0.3046732368763791,493
RTX,2026-02-19,0.3045058652821183,494
NSA,2026-02-19,0.30358996670684,495
CALX,2026-02-19,0.3014830877176572,496
OTTR,2026-02-19,0.3013312384094249,497
WYNN,2026-02-19,0.3000560551477049,498
CPT,2026-02-19,0.2989088467958524,499
ISRG,2026-02-19,0.298817809321308,500
SCHW,2026-02-19,0.2974451994141039,501
DUK,2026-02-19,0.2960087901121737,502
KAR,2026-02-19,0.2956463348493562,503
MAIN,2026-02-19,0.2923094762064123,504
AVNT,2026-02-19,0.2919349961834406,505
GAP,2026-02-19,0.290969971420771,506
WMT,2026-02-19,0.2909572059407785,507
GLPI,2026-02-19,0.2834620573561904,508
CDE,2026-02-19,0.2829613374261531,509
WWD,2026-02-19,0.2809577397243892,510
ASB,2026-02-19,0.2808069146764689,511
KBH,2026-02-19,0.2797967283198638,512
LOW,2026-02-19,0.2767169605448351,513
HSY,2026-02-19,0.2745920031125679,514
AME,2026-02-19,0.272026593275476,515
RJF,2026-02-19,0.2699272484220549,516
MOD,2026-02-19,0.2686413456782632,517
VRT,2026-02-19,0.2681634246697033,518
ADT,2026-02-19,0.2663107172725988,519
LEU,2026-02-19,0.2655079894259761,520
AXSM,2026-02-19,0.2632627377560952,521
CBT,2026-02-19,0.2623102287278782,522
DLR,2026-02-19,0.262178034833758,523
TGNA,2026-02-19,0.2606070340113148,524
BCO,2026-02-19,0.2605899651537842,525
JKHY,2026-02-19,0.2593798720721904,526
NEOG,2026-02-19,0.2592349193537719,527
KMI,2026-02-19,0.2566135689687594,528
UDR,2026-02-19,0.2564780118824497,529
MCD,2026-02-19,0.2504237913775565,530
ABM,2026-02-19,0.2489308645965913,531
U,2026-02-19,0.247940354752936,532
VC,2026-02-19,0.246919371919253,533
CVCO,2026-02-19,0.2456526722339682,534
MAR,2026-02-19,0.244101580503763,535
SPXC,2026-02-19,0.2439378731929212,536
TKO,2026-02-19,0.2434365434534309,537
DTM,2026-02-19,0.2427614502281111,538
UHS,2026-02-19,0.2424918440684429,539
STRL,2026-02-19,0.2408737957316852,540
CHDN,2026-02-19,0.2404305136123986,541
CAT,2026-02-19,0.238960072822063,542
TXRH,2026-02-19,0.236891356911593,543
BLDR,2026-02-19,0.2356601234786621,544
APO,2026-02-19,0.2341885696769484,545
KMX,2026-02-19,0.232407379442546,546
MCO,2026-02-19,0.2321229465798437,547
CRL,2026-02-19,0.2312911976851764,548
TGT,2026-02-19,0.23106866280057,549
CLH,2026-02-19,0.2304743419837367,550
VLO,2026-02-19,0.229049646648733,551
FAF,2026-02-19,0.2286356030112134,552
CHH,2026-02-19,0.2277206862801457,553
LNG,2026-02-19,0.2275157417683218,554
ET,2026-02-19,0.2272974413924064,555
FITB,2026-02-19,0.2258825927103132,556
PLTR,2026-02-19,0.2257171340425518,557
FOX,2026-02-19,0.2251315987983959,558
VNO,2026-02-19,0.2232454169258162,559
OPLN,2026-02-19,0.2231599430746924,560
LVS,2026-02-19,0.2231022102080861,561
FNB,2026-02-19,0.2221998814517897,562
MTSI,2026-02-19,0.2221928537524832,563
GEN,2026-02-19,0.2215250431443352,564
VTRS,2026-02-19,0.2214019494966991,565
ATR,2026-02-19,0.2172104171512759,566
MRSH,2026-02-19,0.2146765215457171,567
FBK,2026-02-19,0.2134871203052572,568
SR,2026-02-19,0.2127975290384937,569
ANF,2026-02-19,0.2117390503650994,570
AAON,2026-02-19,0.211704905193374,571
NBTB,2026-02-19,0.2116099831633997,572
CTRI,2026-02-19,0.209183008786319,573
EPR,2026-02-19,0.2088211726892762,574
SLB,2026-02-19,0.2071969218989712,575
NUE,2026-02-19,0.2070620195399574,576
HGV,2026-02-19,0.2062443069719063,577
PCG,2026-02-19,0.2060594811112034,578
CPB,2026-02-19,0.2059163100673664,579
HUBG,2026-02-19,0.2052589999514048,580
BFH,2026-02-19,0.2048999502921675,581
LAMR,2026-02-19,0.2029081174203413,582
SYM,2026-02-19,0.2024396644507172,583
ESI,2026-02-19,0.2018841438625288,584
CVX,2026-02-19,0.200034760786795,585
PLXS,2026-02-19,0.1998858162216031,586
JBTM,2026-02-19,0.1997593337171946,587
CWT,2026-02-19,0.1984963761107984,588
DORM,2026-02-19,0.1981476245590528,589
AM,2026-02-19,0.1981422472191285,590
TMO,2026-02-19,0.1979066974524831,591
MDU,2026-02-19,0.1977128265050401,592
MKC,2026-02-19,0.1967436518100422,593
HWC,2026-02-19,0.1962179409836303,594
BKU,2026-02-19,0.194630995846438,595
EXP,2026-02-19,0.1944493884514682,596
ADM,2026-02-19,0.194087091903089,597
GPC,2026-02-19,0.1932564688092367,598
L,2026-02-19,0.1921776855473465,599
MYRG,2026-02-19,0.1914111658379994,600
MTZ,2026-02-19,0.1907296957443449,601
PEGA,2026-02-19,0.1893367528321138,602
AUB,2026-02-19,0.186684153232464,603
WSFS,2026-02-19,0.186382638176912,604
KEYS,2026-02-19,0.1863642701408137,605
FIVE,2026-02-19,0.1853070868577962,606
EGP,2026-02-19,0.1849590635308802,607
ABCB,2026-02-19,0.1833749811394267,608
MTB,2026-02-19,0.1783433887960574,609
URI,2026-02-19,0.1773488058013134,610
BMY,2026-02-19,0.1771837150841664,611
GTM,2026-02-19,0.1770962251609125,612
R,2026-02-19,0.1760035360538528,613
STZ,2026-02-19,0.1757653910358345,614
JBHT,2026-02-19,0.1730344585558129,615
UNP,2026-02-19,0.1724709320772706,616
EXPD,2026-02-19,0.1724522502476251,617
CAKE,2026-02-19,0.1723349449466567,618
RKT,2026-02-19,0.1721310397608876,619
ITT,2026-02-19,0.1718452846558594,620
FFBC,2026-02-19,0.1716730180502315,621
MRVL,2026-02-19,0.1715624218776107,622
RF,2026-02-19,0.1711316989376244,623
KEY,2026-02-19,0.1703163599778069,624
EWTX,2026-02-19,0.170086240069171,625
EXEL,2026-02-19,0.1690181473769165,626
LSCC,2026-02-19,0.166749677004885,627
FDX,2026-02-19,0.1665849835918735,628
FULT,2026-02-19,0.16346171677523,629
HSIC,2026-02-19,0.1622372132800866,630
MZTI,2026-02-19,0.1612485144960454,631
BRC,2026-02-19,0.1579650576036333,632
PPTA,2026-02-19,0.1574082297453598,633
