symbol,date,signal,score,rank,decile
WBD,2026-02-17,1.4107836220208136,1.4107836220208136,63,D1
SCCO,2026-02-17,1.4007964767286551,1.4007964767286551,64,D1
NGVT,2026-02-17,1.39977392411378,1.39977392411378,65,D1
LNC,2026-02-17,1.3912354440952266,1.3912354440952266,66,D1
KRYS,2026-02-17,1.383428756313471,1.383428756313471,67,D1
APA,2026-02-17,1.378086068316154,1.378086068316154,68,D1
TTMI,2026-02-17,1.3676490501665033,1.3676490501665033,69,D1
BXP,2026-02-17,1.3560378719082165,1.3560378719082165,70,D1
FTAI,2026-02-17,1.340117916697237,1.340117916697237,71,D1
BTSG,2026-02-17,1.3375978192018878,1.3375978192018878,72,D1
PR,2026-02-17,1.3368689416247197,1.3368689416247197,73,D1
VIRT,2026-02-17,1.322126414913916,1.322126414913916,74,D1
COMP,2026-02-17,1.3205882494395436,1.3205882494395436,75,D1
STRK,2026-02-17,1.3121920497939592,1.3121920497939592,76,D1
BBT,2026-02-17,1.3098565583567237,1.3098565583567237,77,D1
TER,2026-02-17,1.308810182220612,1.308810182220612,78,D1
ENS,2026-02-17,1.307693116078706,1.307693116078706,79,D1
CVI,2026-02-17,1.303714620155576,1.303714620155576,80,D1
ALHC,2026-02-17,1.3031447444751552,1.3031447444751552,81,D1
MKSI,2026-02-17,1.272452339854611,1.272452339854611,82,D1
INSW,2026-02-17,1.264389163740385,1.264389163740385,83,D1
KRC,2026-02-17,1.254646589964718,1.254646589964718,84,D1
EXPE,2026-02-17,1.2487288083744637,1.2487288083744637,85,D1
AB,2026-02-17,1.2455088291515537,1.2455088291515537,86,D1
UTHR,2026-02-17,1.2450226851070922,1.2450226851070922,87,D1
REAL,2026-02-17,1.2415183235606664,1.2415183235606664,88,D1
BYD,2026-02-17,1.2363277304770734,1.2363277304770734,89,D1
LEVI,2026-02-17,1.225609144877719,1.225609144877719,90,D1
JXN,2026-02-17,1.2252405154130177,1.2252405154130177,91,D1
BELFB,2026-02-17,1.2227436139103756,1.2227436139103756,92,D1
EE,2026-02-17,1.220022993332092,1.220022993332092,93,D1
FHI,2026-02-17,1.2033021534904844,1.2033021534904844,94,D1
TVTX,2026-02-17,1.198602896787443,1.198602896787443,95,D1
RDDT,2026-02-17,1.198452026395717,1.198452026395717,96,D1
DAL,2026-02-17,1.193523917038192,1.193523917038192,97,D1
SYF,2026-02-17,1.18060018458908,1.18060018458908,98,D1
CIEN,2026-02-17,1.168277237982678,1.168277237982678,99,D1
MLI,2026-02-17,1.1658387556962049,1.1658387556962049,100,D1
GPCR,2026-02-17,1.1605105575421175,1.1605105575421175,101,D1
APP,2026-02-17,1.156566642175629,1.156566642175629,102,D1
EPD,2026-02-17,1.1484691713017237,1.1484691713017237,103,D1
TSLA,2026-02-17,1.1405377215093713,1.1405377215093713,104,D1
TNL,2026-02-17,1.1334677386267134,1.1334677386267134,105,D1
APAM,2026-02-17,1.131131496001999,1.131131496001999,106,D1
MDB,2026-02-17,1.1273698260252003,1.1273698260252003,107,D1
NATL,2026-02-17,1.1206072277466157,1.1206072277466157,108,D1
BWA,2026-02-17,1.1190882362177856,1.1190882362177856,109,D1
PFSI,2026-02-17,1.1165059247041471,1.1165059247041471,110,D1
HII,2026-02-17,1.1164628749492436,1.1164628749492436,111,D1
GL,2026-02-17,1.0953987454034737,1.0953987454034737,112,D1
FIX,2026-02-17,1.0921935237865263,1.0921935237865263,113,D1
AMTM,2026-02-17,1.0919438050226382,1.0919438050226382,114,D1
LC,2026-02-17,1.0904917772197789,1.0904917772197789,115,D1
SEE,2026-02-17,1.0811064474996046,1.0811064474996046,116,D1
FSLR,2026-02-17,1.0776144886794257,1.0776144886794257,117,D1
MTCH,2026-02-17,1.0588536859849973,1.0588536859849973,118,D1
FTDR,2026-02-17,1.0549056412484386,1.0549056412484386,119,D1
MAT,2026-02-17,1.0526070000373675,1.0526070000373675,120,D1
DAVE,2026-02-17,1.0431216201859663,1.0431216201859663,121,D1
EIX,2026-02-17,1.041561031686789,1.041561031686789,122,D1
BA,2026-02-17,1.0387277773114565,1.0387277773114565,123,D1
ONTO,2026-02-17,1.0387113878939085,1.0387113878939085,124,D1
VCYT,2026-02-17,1.0377599529068593,1.0377599529068593,125,D1
ALB,2026-02-17,1.03612397490146,1.03612397490146,126,D1
DBD,2026-02-17,1.0344199351837404,1.0344199351837404,127,D1
PIPR,2026-02-17,1.0334859461893473,1.0334859461893473,128,D1
SF,2026-02-17,1.0235245182789638,1.0235245182789638,129,D1
WST,2026-02-17,1.0161631914436853,1.0161631914436853,130,D1
KTOS,2026-02-17,1.0113798671667087,1.0113798671667087,131,D1
PPC,2026-02-17,1.0101637902678655,1.0101637902678655,132,D1
GM,2026-02-17,1.0098233327936972,1.0098233327936972,133,D1
SNX,2026-02-17,1.0074700717095326,1.0074700717095326,134,D1
INDV,2026-02-17,1.0058172800279814,1.0058172800279814,135,D1
W,2026-02-17,1.0013870263234397,1.0013870263234397,136,D1
EPAM,2026-02-17,0.9995150170194904,0.9995150170194904,137,D1
CDP,2026-02-17,0.9898186749141352,0.9898186749141352,138,D1
UPWK,2026-02-17,0.9868693764453168,0.9868693764453168,139,D1
STT,2026-02-17,0.9864829386184952,0.9864829386184952,140,D1
CC,2026-02-17,0.9842136599476522,0.9842136599476522,141,D1
CI,2026-02-17,0.975686128833306,0.975686128833306,142,D1
HOLX,2026-02-17,0.9756468680472375,0.9756468680472375,143,D1
LRCX,2026-02-17,0.9730254228765826,0.9730254228765826,144,D1
RGEN,2026-02-17,0.9729819179241248,0.9729819179241248,145,D1
DECK,2026-02-17,0.972762549878812,0.972762549878812,146,D1
HL,2026-02-17,0.9706572522548992,0.9706572522548992,147,D1
PTEN,2026-02-17,0.9702239556730996,0.9702239556730996,148,D2
GNW,2026-02-17,0.9700026671777804,0.9700026671777804,149,D2
ENVA,2026-02-17,0.968243037997464,0.968243037997464,150,D2
BKH,2026-02-17,0.967844358408699,0.967844358408699,151,D2
SHOO,2026-02-17,0.967542094134034,0.967542094134034,152,D2
TLN,2026-02-17,0.9667475439456202,0.9667475439456202,153,D2
SEB,2026-02-17,0.9661913003712664,0.9661913003712664,154,D2
OGN,2026-02-17,0.9617550506609168,0.9617550506609168,155,D2
UAL,2026-02-17,0.9551490837802212,0.9551490837802212,156,D2
HYMC,2026-02-17,0.9551111010118324,0.9551111010118324,157,D2
MS,2026-02-17,0.9498917390575304,0.9498917390575304,158,D2
UUUU,2026-02-17,0.949548898954744,0.949548898954744,159,D2
FLNC,2026-02-17,0.9476513189659512,0.9476513189659512,160,D2
TPR,2026-02-17,0.9463792809600132,0.9463792809600132,161,D2
PHIN,2026-02-17,0.9375305797871512,0.9375305797871512,162,D2
OUT,2026-02-17,0.9345691440003076,0.9345691440003076,163,D2
UEC,2026-02-17,0.931821967508186,0.931821967508186,164,D2
CMC,2026-02-17,0.9272920568865266,0.9272920568865266,165,D2
AN,2026-02-17,0.924703706112264,0.924703706112264,166,D2
HIG,2026-02-17,0.9222835018490472,0.9222835018490472,167,D2
HURN,2026-02-17,0.9199622368451144,0.9199622368451144,168,D2
HUT,2026-02-17,0.9139827638921536,0.9139827638921536,169,D2
TGTX,2026-02-17,0.906439949980255,0.906439949980255,170,D2
WEX,2026-02-17,0.9038351347171818,0.9038351347171818,171,D2
FORM,2026-02-17,0.9014011648524648,0.9014011648524648,172,D2
GOOGL,2026-02-17,0.8973157029081152,0.8973157029081152,173,D2
WHR,2026-02-17,0.8963731010667813,0.8963731010667813,174,D2
ALSN,2026-02-17,0.8958199514853094,0.8958199514853094,175,D2
KRMN,2026-02-17,0.8905099119865857,0.8905099119865857,176,D2
CMI,2026-02-17,0.8904350089672965,0.8904350089672965,177,D2
DDS,2026-02-17,0.8903938381292008,0.8903938381292008,178,D2
CINF,2026-02-17,0.8872423794067243,0.8872423794067243,179,D2
GOOG,2026-02-17,0.8866298127493794,0.8866298127493794,180,D2
PAA,2026-02-17,0.8844381186723074,0.8844381186723074,181,D2
MTRN,2026-02-17,0.8829034633975271,0.8829034633975271,182,D2
GEF,2026-02-17,0.8827655551315374,0.8827655551315374,183,D2
NXT,2026-02-17,0.8692850048543703,0.8692850048543703,184,D2
BDX,2026-02-17,0.8663276353671344,0.8663276353671344,185,D2
PATH,2026-02-17,0.8610353545640906,0.8610353545640906,186,D2
PSX,2026-02-17,0.8564055972148156,0.8564055972148156,187,D2
COKE,2026-02-17,0.8562551979363748,0.8562551979363748,188,D2
ATRO,2026-02-17,0.8520766893055454,0.8520766893055454,189,D2
PRIM,2026-02-17,0.8487899647089322,0.8487899647089322,190,D2
ZM,2026-02-17,0.848278594130847,0.848278594130847,191,D2
TRV,2026-02-17,0.848112639573054,0.848112639573054,192,D2
ACI,2026-02-17,0.8473879753688716,0.8473879753688716,193,D2
ADPT,2026-02-17,0.842883181770354,0.842883181770354,194,D2
ICUI,2026-02-17,0.8394083540157652,0.8394083540157652,195,D2
OMCL,2026-02-17,0.8336273126321987,0.8336273126321987,196,D2
ATI,2026-02-17,0.8276137542333105,0.8276137542333105,197,D2
M,2026-02-17,0.8271714506145693,0.8271714506145693,198,D2
WFRD,2026-02-17,0.8225730793456127,0.8225730793456127,199,D2
MIRM,2026-02-17,0.8219561659310453,0.8219561659310453,200,D2
HALO,2026-02-17,0.8211436433405075,0.8211436433405075,201,D2
AEIS,2026-02-17,0.8177806728468755,0.8177806728468755,202,D2
POWL,2026-02-17,0.8164518749903664,0.8164518749903664,203,D2
ARQT,2026-02-17,0.8121342785735972,0.8121342785735972,204,D2
AES,2026-02-17,0.8100250278004661,0.8100250278004661,205,D2
HHH,2026-02-17,0.8080878100999452,0.8080878100999452,206,D2
HAE,2026-02-17,0.8080840864331844,0.8080840864331844,207,D2
HTGC,2026-02-17,0.7992993806041157,0.7992993806041157,208,D2
AKAM,2026-02-17,0.7992249618072895,0.7992249618072895,209,D2
LCII,2026-02-17,0.7984918253510549,0.7984918253510549,210,D2
LYFT,2026-02-17,0.7932034343899356,0.7932034343899356,211,D2
GHC,2026-02-17,0.7920429680767361,0.7920429680767361,212,D2
SWX,2026-02-17,0.7917039652034081,0.7917039652034081,213,D2
WRBY,2026-02-17,0.7908896066454115,0.7908896066454115,214,D2
COO,2026-02-17,0.7813477667138732,0.7813477667138732,215,D2
ACMR,2026-02-17,0.772767961362168,0.772767961362168,216,D2
TOL,2026-02-17,0.7724413964696606,0.7724413964696606,217,D2
HUM,2026-02-17,0.7704351477173444,0.7704351477173444,218,D2
GVA,2026-02-17,0.7701667754174522,0.7701667754174522,219,D2
WCC,2026-02-17,0.7694586372719187,0.7694586372719187,220,D2
WMS,2026-02-17,0.766347707914158,0.766347707914158,221,D2
RVMD,2026-02-17,0.7642254569752641,0.7642254569752641,222,D2
EAT,2026-02-17,0.7632859076460062,0.7632859076460062,223,D2
SLGN,2026-02-17,0.7598862175070539,0.7598862175070539,224,D2
EL,2026-02-17,0.7590809915393536,0.7590809915393536,225,D2
MRCY,2026-02-17,0.7548499280038744,0.7548499280038744,226,D2
BANC,2026-02-17,0.7522639651530947,0.7522639651530947,227,D2
FIBK,2026-02-17,0.7512179795639196,0.7512179795639196,228,D2
GLW,2026-02-17,0.750870348561368,0.750870348561368,229,D2
CALY,2026-02-17,0.7463476871967065,0.7463476871967065,230,D2
LASR,2026-02-17,0.7411374736809085,0.7411374736809085,231,D2
FSK,2026-02-17,0.7410105276702714,0.7410105276702714,232,D2
BLTE,2026-02-17,0.7405144044876733,0.7405144044876733,233,D2
CACI,2026-02-17,0.734124953316045,0.734124953316045,234,D2
IDCC,2026-02-17,0.7329199407159857,0.7329199407159857,235,D2
UNH,2026-02-17,0.7246959198674423,0.7246959198674423,236,D2
WT,2026-02-17,0.7244630472811,0.7244630472811,237,D2
ORI,2026-02-17,0.7210246656030034,0.7210246656030034,238,D2
CMCSA,2026-02-17,0.7205543574159243,0.7205543574159243,239,D2
OI,2026-02-17,0.717613856507972,0.717613856507972,240,D2
LDOS,2026-02-17,0.7175143642108328,0.7175143642108328,241,D2
HESM,2026-02-17,0.7151717999114539,0.7151717999114539,242,D2
FOXA,2026-02-17,0.7148264230862662,0.7148264230862662,243,D2
TPC,2026-02-17,0.7147121395929928,0.7147121395929928,244,D2
SGI,2026-02-17,0.7138427725008736,0.7138427725008736,245,D2
MEDP,2026-02-17,0.7114900462992022,0.7114900462992022,246,D2
FE,2026-02-17,0.7066893541324353,0.7066893541324353,247,D2
ACA,2026-02-17,0.7041554439554645,0.7041554439554645,248,D2
AGX,2026-02-17,0.7010668969307854,0.7010668969307854,249,D2
RMD,2026-02-17,0.6973386086430003,0.6973386086430003,250,D2
PEN,2026-02-17,0.6968157875215472,0.6968157875215472,251,D2
FCX,2026-02-17,0.6948216738365321,0.6948216738365321,252,D2
KWR,2026-02-17,0.692721939653685,0.692721939653685,253,D2
PRAX,2026-02-17,0.6911920723306858,0.6911920723306858,254,D2
CON,2026-02-17,0.688166299771753,0.688166299771753,255,D2
VLY,2026-02-17,0.6871745999860034,0.6871745999860034,256,D2
PLUS,2026-02-17,0.6814204601442018,0.6814204601442018,257,D2
HAL,2026-02-17,0.6807738677091623,0.6807738677091623,258,D2
RKLB,2026-02-17,0.6748920749857946,0.6748920749857946,259,D2
SON,2026-02-17,0.6699154263216416,0.6699154263216416,260,D2
SANM,2026-02-17,0.6698103604473299,0.6698103604473299,261,D2
NXST,2026-02-17,0.668989650618944,0.668989650618944,262,D2
ZETA,2026-02-17,0.6683293885638522,0.6683293885638522,263,D2
INTC,2026-02-17,0.6678941026584092,0.6678941026584092,264,D2
RPRX,2026-02-17,0.6671877100059143,0.6671877100059143,265,D2
RNG,2026-02-17,0.6651503564550415,0.6651503564550415,266,D2
UGI,2026-02-17,0.6648293503397376,0.6648293503397376,267,D2
CTSH,2026-02-17,0.6610269833116871,0.6610269833116871,268,D2
TPB,2026-02-17,0.6591883489812304,0.6591883489812304,269,D2
CECO,2026-02-17,0.6588626438425247,0.6588626438425247,270,D2
LEA,2026-02-17,0.6588438518206094,0.6588438518206094,271,D2
TROW,2026-02-17,0.6577408861057878,0.6577408861057878,272,D2
NOC,2026-02-17,0.6542880669248406,0.6542880669248406,273,D2
FRPT,2026-02-17,0.6496132340142226,0.6496132340142226,274,D2
JOE,2026-02-17,0.645297641161823,0.645297641161823,275,D2
ISRG,2026-02-17,0.6435579573345039,0.6435579573345039,276,D2
MC,2026-02-17,0.6416066121085827,0.6416066121085827,277,D2
TARS,2026-02-17,0.6414687474777092,0.6414687474777092,278,D2
IEP,2026-02-17,0.6385451873530724,0.6385451873530724,279,D2
CPRX,2026-02-17,0.6363538353795711,0.6363538353795711,280,D2
MRP,2026-02-17,0.6337234177741056,0.6337234177741056,281,D2
PRU,2026-02-17,0.6334760563722426,0.6334760563722426,282,D2
DBRG,2026-02-17,0.6333685791244812,0.6333685791244812,283,D2
LXP,2026-02-17,0.6332857964313239,0.6332857964313239,284,D2
OMC,2026-02-17,0.6330260643789556,0.6330260643789556,285,D2
KNX,2026-02-17,0.6327346644715748,0.6327346644715748,286,D2
MGM,2026-02-17,0.631696046077499,0.631696046077499,287,D2
GBDC,2026-02-17,0.6308736878701205,0.6308736878701205,288,D2
LVS,2026-02-17,0.630739347606026,0.630739347606026,289,D2
ACAD,2026-02-17,0.6304410517064658,0.6304410517064658,290,D2
DG,2026-02-17,0.6299363389041486,0.6299363389041486,291,D2
DCI,2026-02-17,0.6272466735274307,0.6272466735274307,292,D2
AZZ,2026-02-17,0.6204861876018511,0.6204861876018511,293,D2
LUMN,2026-02-17,0.6196178205450038,0.6196178205450038,294,D2
BKV,2026-02-17,0.6133727369058201,0.6133727369058201,295,D3
SCI,2026-02-17,0.6120765444376055,0.6120765444376055,296,D3
REGN,2026-02-17,0.6016109306597719,0.6016109306597719,297,D3
SSD,2026-02-17,0.5995752982401206,0.5995752982401206,298,D3
PLD,2026-02-17,0.5989871545164221,0.5989871545164221,299,D3
CBOE,2026-02-17,0.5977618868847793,0.5977618868847793,300,D3
XMTR,2026-02-17,0.5949800343453093,0.5949800343453093,301,D3
DVN,2026-02-17,0.5920385038112826,0.5920385038112826,302,D3
CG,2026-02-17,0.5887638501552773,0.5887638501552773,303,D3
INGR,2026-02-17,0.5887215817947056,0.5887215817947056,304,D3
COCO,2026-02-17,0.5856956173399234,0.5856956173399234,305,D3
SAM,2026-02-17,0.5855009560385536,0.5855009560385536,306,D3
EEFT,2026-02-17,0.5849066823898473,0.5849066823898473,307,D3
ROL,2026-02-17,0.5825380485743417,0.5825380485743417,308,D3
SHC,2026-02-17,0.5824184378287782,0.5824184378287782,309,D3
CUBI,2026-02-17,0.5761250200531873,0.5761250200531873,310,D3
SXI,2026-02-17,0.5720601543984659,0.5720601543984659,311,D3
PVH,2026-02-17,0.5716513417451295,0.5716513417451295,312,D3
HP,2026-02-17,0.5675858345157188,0.5675858345157188,313,D3
ELV,2026-02-17,0.5651280946603646,0.5651280946603646,314,D3
YETI,2026-02-17,0.5648346532485651,0.5648346532485651,315,D3
SEI,2026-02-17,0.5646713687424362,0.5646713687424362,316,D3
EVR,2026-02-17,0.5611505228349254,0.5611505228349254,317,D3
FROG,2026-02-17,0.559769606391573,0.559769606391573,318,D3
TPG,2026-02-17,0.5579259320341587,0.5579259320341587,319,D3
SJM,2026-02-17,0.5572079115513938,0.5572079115513938,320,D3
GNTX,2026-02-17,0.5570602821036459,0.5570602821036459,321,D3
TEX,2026-02-17,0.5550136995218,0.5550136995218,322,D3
SKYW,2026-02-17,0.5483878352867583,0.5483878352867583,323,D3
AMRX,2026-02-17,0.544805787818313,0.544805787818313,324,D3
KTB,2026-02-17,0.5439609036339638,0.5439609036339638,325,D3
ATMU,2026-02-17,0.5420314940866339,0.5420314940866339,326,D3
MPC,2026-02-17,0.5413095285553947,0.5413095285553947,327,D3
BSM,2026-02-17,0.54040225159818,0.54040225159818,328,D3
OGE,2026-02-17,0.5397686775993458,0.5397686775993458,329,D3
ASO,2026-02-17,0.5392560866195185,0.5392560866195185,330,D3
CPAY,2026-02-17,0.5382976146152287,0.5382976146152287,331,D3
DBX,2026-02-17,0.5382062081449939,0.5382062081449939,332,D3
KNF,2026-02-17,0.5357882846710734,0.5357882846710734,333,D3
AMAT,2026-02-17,0.5343222612673338,0.5343222612673338,334,D3
GPN,2026-02-17,0.5321013344737804,0.5321013344737804,335,D3
ARW,2026-02-17,0.5291832402323299,0.5291832402323299,336,D3
REYN,2026-02-17,0.528437674707457,0.528437674707457,337,D3
CF,2026-02-17,0.5268268392253166,0.5268268392253166,338,D3
VSEC,2026-02-17,0.5263322321666616,0.5263322321666616,339,D3
SIGI,2026-02-17,0.5255524201420114,0.5255524201420114,340,D3
GEV,2026-02-17,0.523945770479955,0.523945770479955,341,D3
PTCT,2026-02-17,0.5214685115955361,0.5214685115955361,342,D3
KEX,2026-02-17,0.5194115570243194,0.5194115570243194,343,D3
IBKR,2026-02-17,0.51830028113536,0.51830028113536,344,D3
HXL,2026-02-17,0.5164330084729383,0.5164330084729383,345,D3
PAGP,2026-02-17,0.515084228636046,0.515084228636046,346,D3
EBAY,2026-02-17,0.5149038463777972,0.5149038463777972,347,D3
SAIC,2026-02-17,0.5131933964996436,0.5131933964996436,348,D3
ACT,2026-02-17,0.5122962516888135,0.5122962516888135,349,D3
TMDX,2026-02-17,0.5115297736916018,0.5115297736916018,350,D3
LAUR,2026-02-17,0.5108886763783179,0.5108886763783179,351,D3
BWXT,2026-02-17,0.5034319668345104,0.5034319668345104,352,D3
APLE,2026-02-17,0.5024017553894469,0.5024017553894469,353,D3
DINO,2026-02-17,0.4990972345659794,0.4990972345659794,354,D3
NDAQ,2026-02-17,0.4977629548630791,0.4977629548630791,355,D3
HPQ,2026-02-17,0.4960831549769148,0.4960831549769148,356,D3
MMS,2026-02-17,0.4956612138636863,0.4956612138636863,357,D3
FBIN,2026-02-17,0.4953909164766326,0.4953909164766326,358,D3
IBM,2026-02-17,0.4920563007078687,0.4920563007078687,359,D3
GS,2026-02-17,0.4850469658224794,0.4850469658224794,360,D3
BG,2026-02-17,0.483795809546006,0.483795809546006,361,D3
THG,2026-02-17,0.4834499094101411,0.4834499094101411,362,D3
DY,2026-02-17,0.4811133859832444,0.4811133859832444,363,D3
MPLX,2026-02-17,0.4809651078596965,0.4809651078596965,364,D3
INGM,2026-02-17,0.4808966394134938,0.4808966394134938,365,D3
HIW,2026-02-17,0.4806402196705061,0.4806402196705061,366,D3
UHAL,2026-02-17,0.4777956751303271,0.4777956751303271,367,D3
OII,2026-02-17,0.4751697588695374,0.4751697588695374,368,D3
FCN,2026-02-17,0.4742024802642014,0.4742024802642014,369,D3
CRS,2026-02-17,0.4717478940029833,0.4717478940029833,370,D3
DD,2026-02-17,0.4681552719735826,0.4681552719735826,371,D3
CNX,2026-02-17,0.4678039211304324,0.4678039211304324,372,D3
RH,2026-02-17,0.4673368367153143,0.4673368367153143,373,D3
CRUS,2026-02-17,0.4666942520475579,0.4666942520475579,374,D3
TRNO,2026-02-17,0.4596918100132998,0.4596918100132998,375,D3
LKQ,2026-02-17,0.4590071478708363,0.4590071478708363,376,D3
APH,2026-02-17,0.4580861923722064,0.4580861923722064,377,D3
ALAB,2026-02-17,0.4551204819996027,0.4551204819996027,378,D3
T,2026-02-17,0.4538607201435694,0.4538607201435694,379,D3
NVST,2026-02-17,0.4462382650260906,0.4462382650260906,380,D3
WK,2026-02-17,0.4460801487972782,0.4460801487972782,381,D3
POR,2026-02-17,0.445138306850362,0.445138306850362,382,D3
EXAS,2026-02-17,0.4430780324744015,0.4430780324744015,383,D3
AXTA,2026-02-17,0.4425114172220868,0.4425114172220868,384,D3
HASI,2026-02-17,0.4399809937208818,0.4399809937208818,385,D3
SSNC,2026-02-17,0.4397983065378798,0.4397983065378798,386,D3
MMSI,2026-02-17,0.4397086529092407,0.4397086529092407,387,D3
SLM,2026-02-17,0.4356437192159018,0.4356437192159018,388,D3
SWK,2026-02-17,0.4331125535970641,0.4331125535970641,389,D3
RKT,2026-02-17,0.4327957312809824,0.4327957312809824,390,D3
IONS,2026-02-17,0.4318488687662912,0.4318488687662912,391,D3
OSK,2026-02-17,0.4283567048122135,0.4283567048122135,392,D3
CHRW,2026-02-17,0.4267790442748509,0.4267790442748509,393,D3
NYT,2026-02-17,0.4261377749920559,0.4261377749920559,394,D3
SNDR,2026-02-17,0.4221514283089518,0.4221514283089518,395,D3
DAR,2026-02-17,0.421678835534083,0.421678835534083,396,D3
VZ,2026-02-17,0.4183538319891572,0.4183538319891572,397,D3
CGON,2026-02-17,0.4172402414439691,0.4172402414439691,398,D3
ULTA,2026-02-17,0.4168952758735809,0.4168952758735809,399,D3
KLAC,2026-02-17,0.4158057207201398,0.4158057207201398,400,D3
COLB,2026-02-17,0.415252041965139,0.415252041965139,401,D3
DRI,2026-02-17,0.4076567498488598,0.4076567498488598,402,D3
WSBC,2026-02-17,0.4059759517428735,0.4059759517428735,403,D3
MNST,2026-02-17,0.4040232224527873,0.4040232224527873,404,D3
AHR,2026-02-17,0.4004091248474967,0.4004091248474967,405,D3
POST,2026-02-17,0.3995374276718676,0.3995374276718676,406,D3
MAS,2026-02-17,0.3994513806439911,0.3994513806439911,407,D3
ACIW,2026-02-17,0.3991260996467407,0.3991260996467407,408,D3
BLD,2026-02-17,0.3970276272284576,0.3970276272284576,409,D3
NDSN,2026-02-17,0.3968080883211345,0.3968080883211345,410,D3
RRR,2026-02-17,0.3965572734938264,0.3965572734938264,411,D3
YUM,2026-02-17,0.3933493425811982,0.3933493425811982,412,D3
AWI,2026-02-17,0.3923148202649097,0.3923148202649097,413,D3
